Reading;Listening music;Cinema;Show;Exhibition;Computer;Sport;Walking;Travelling;Playing music;Collecting;Volunteering;Mechanic;Gardening;Knitting;Cooking;Fishing;TV;Sex;Age;Marital status;Profession;nb.activitees
y;n;n;n;n;y;n;n;n;y;n;y;n;n;n;y;n;0;M;(35,45];Divorcee;Management;5
y;y;n;y;n;y;n;n;n;n;n;n;y;n;y;n;n;4;F;(55,65];Married;Management;7
n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n;3;F;(55,65];Married;Employee;2
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;2;F;(85,100];Widower;Employee;1
y;y;n;n;n;y;n;n;n;n;n;n;y;y;n;n;y;3;M;(45,55];Remarried;Manual labourer;7
y;y;y;n;n;y;y;n;n;n;n;n;n;n;n;n;n;4;M;(25,35];Single;Employee;6
y;y;y;y;y;y;y;y;n;y;n;n;y;n;n;y;n;2;M;(25,35];Single;Employee;12
y;y;y;y;y;y;y;y;y;y;n;n;y;y;n;y;n;1;F;(45,55];Single;Employee;14
n;y;y;y;n;n;y;y;y;n;n;n;y;y;y;y;n;3;F;(45,55];Married;Management;11
y;y;y;y;y;y;y;n;y;n;n;n;n;y;n;y;n;2;M;(55,65];Married;Management;11
y;y;y;n;y;y;y;y;y;n;n;y;n;y;y;y;n;0;F;(65,75];Married;Management;12
y;y;y;y;n;n;y;y;n;n;n;n;n;y;n;y;n;4;F;(45,55];Married;Employee;9
y;y;y;y;n;n;n;y;y;n;n;n;n;n;n;y;n;3;F;(35,45];Divorcee;NA;8
n;y;n;y;y;n;n;n;n;y;n;n;y;n;n;n;n;1;M;(45,55];Divorcee;Unskilled worker;6
y;y;n;y;y;n;y;y;y;n;n;n;n;n;n;n;n;1;M;(55,65];Single;Other;8
y;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;3;F;(85,100];Widower;NA;4
y;n;n;y;n;n;n;y;n;n;n;n;n;n;n;n;n;4;M;(55,65];Widower;Manual labourer;4
n;y;n;n;n;n;n;y;n;n;n;n;y;y;n;n;y;4;M;(35,45];Single;Unskilled worker;6
y;n;n;n;n;y;y;y;y;n;n;n;n;y;n;n;n;1;M;(55,65];Remarried;NA;7
y;n;n;n;n;n;n;y;n;n;n;n;y;n;n;n;y;3;M;(35,45];Married;Manual labourer;5
n;y;y;n;n;y;y;y;n;n;n;n;n;n;n;y;n;0;F;(35,45];Married;Employee;6
y;y;y;n;y;n;y;y;n;n;n;n;y;n;n;y;n;2;F;(45,55];Divorcee;Employee;9
n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;4;M;(25,35];Married;Manual labourer;4
y;n;y;n;y;n;n;y;y;n;n;n;y;y;n;n;n;3;M;(75,85];Married;Management;8
n;y;n;y;n;n;n;n;n;n;n;n;y;n;n;y;n;2;M;(55,65];Married;Manual labourer;5
y;n;y;n;y;n;n;n;y;n;n;n;n;n;n;y;n;4;F;(75,85];Widower;Employee;6
y;y;n;n;n;y;n;y;n;n;n;n;n;y;y;y;n;2;F;(55,65];Married;Employee;8
n;y;n;n;n;n;n;n;n;n;n;n;n;y;n;n;n;4;M;(45,55];Divorcee;Foreman;3
n;n;n;n;n;n;y;n;y;n;n;n;n;n;n;n;y;2;M;(45,55];Married;Technician;4
n;y;y;y;n;y;y;n;n;n;n;n;n;n;n;y;n;4;F;[15,25];Single;NA;7
y;y;n;y;n;y;y;y;n;y;y;n;y;y;n;y;n;1;M;(25,35];Married;Management;12
y;y;y;n;y;n;n;y;y;y;n;n;y;y;y;y;n;3;F;(55,65];Married;Foreman;12
y;y;y;y;n;n;n;y;y;n;n;y;y;y;n;y;n;3;F;(55,65];Married;Employee;11
y;y;y;n;n;y;n;y;n;n;n;n;n;y;y;n;n;2;F;(55,65];Married;Foreman;8
n;n;n;y;n;n;y;n;n;n;n;n;y;y;n;n;n;2;M;(45,55];Married;Manual labourer;5
y;y;y;n;y;n;n;y;n;y;n;n;y;y;n;y;n;4;F;(25,35];Divorcee;Employee;10
y;y;n;n;y;y;y;y;n;n;n;n;n;y;n;y;n;3;F;(35,45];Divorcee;Employee;9
y;y;y;y;y;n;n;n;n;n;n;y;n;y;y;n;n;3;F;(45,55];Remarried;Employee;9
y;n;y;y;y;n;n;y;y;n;n;y;y;y;n;y;n;0;F;(65,75];Married;Management;10
y;y;y;y;y;n;n;n;n;n;n;y;n;y;y;y;n;2;F;(35,45];Married;Employee;10
y;y;y;y;n;y;y;y;y;n;n;n;n;n;n;n;n;0;F;(25,35];Single;Management;8
n;y;y;n;n;y;y;y;n;y;y;n;y;y;n;y;n;0;F;[15,25];Single;NA;10
y;y;n;n;y;n;n;y;y;n;n;n;n;n;y;y;n;3;F;(65,75];Married;Technician;8
y;y;y;y;y;y;y;n;n;y;n;n;y;n;n;y;n;2;F;(25,35];Married;Employee;11
y;n;y;n;y;y;y;y;y;n;n;y;y;y;y;y;n;4;F;(55,65];Married;Employee;13
y;y;y;y;y;y;y;y;y;n;n;n;y;n;n;y;n;1;M;(25,35];Single;Management;12
n;y;n;n;n;n;n;y;n;n;n;n;n;y;n;y;n;3;F;(35,45];Married;NA;5
y;y;n;n;n;y;n;y;n;y;y;y;n;n;n;y;n;3;M;(25,35];Single;NA;9
n;y;y;n;n;n;n;y;n;n;y;n;y;n;n;y;n;1;M;(45,55];Remarried;Manual labourer;7
y;y;y;n;n;y;n;y;n;n;n;n;n;n;y;n;n;4;F;[15,25];Single;NA;7
y;y;y;y;y;y;y;y;y;y;n;n;y;n;n;n;y;1;F;[15,25];Single;NA;13
y;n;y;n;n;y;y;n;n;n;n;n;n;n;n;n;n;2;M;[15,25];Single;NA;5
n;y;y;n;n;n;y;n;n;n;n;n;y;n;n;y;n;4;F;[15,25];Single;Manual labourer;6
y;y;y;y;y;y;y;y;y;n;y;n;y;n;n;y;n;1;M;(25,35];Single;Foreman;13
y;n;y;y;n;n;n;y;y;n;n;n;y;y;n;n;y;2;M;(55,65];Married;Technician;9
y;y;y;n;y;y;y;y;n;n;n;n;y;n;y;y;n;1;F;(35,45];Single;Employee;11
y;y;y;n;n;y;y;y;y;n;y;n;n;n;n;n;n;1;M;[15,25];Single;NA;9
n;n;n;n;n;n;n;y;n;n;n;n;n;y;n;n;n;4;M;(55,65];Divorcee;Unskilled worker;3
n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;y;n;4;F;(65,75];Widower;Employee;3
n;n;y;n;y;n;n;y;n;n;n;n;n;y;y;y;n;2;F;(25,35];Single;Employee;7
y;y;y;y;n;y;y;y;n;n;n;n;n;n;n;y;n;3;F;(25,35];Married;Employee;9
y;y;n;y;y;y;n;y;y;y;y;n;y;n;n;n;n;4;M;(45,55];Married;Technician;11
y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(75,85];Widower;Unskilled worker;3
y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;y;n;1;M;[15,25];Single;NA;12
y;y;n;n;y;y;y;y;y;y;y;n;y;y;y;y;n;3;F;(45,55];Married;Employee;14
y;y;y;n;y;n;y;y;y;n;n;n;y;y;n;y;n;1;F;(45,55];Divorcee;Employee;11
y;y;n;n;n;n;n;y;n;n;n;n;n;n;n;n;n;4;F;(65,75];Widower;Manual labourer;4
n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n;3;F;(55,65];Married;Unskilled worker;2
n;y;y;y;n;n;y;y;y;n;n;n;n;n;n;n;n;4;M;(55,65];Married;Manual labourer;7
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;1;F;(75,85];Widower;Employee;1
n;y;n;n;n;n;y;n;n;n;y;n;n;n;n;n;n;4;M;(45,55];Single;Unskilled worker;4
y;y;y;y;n;n;n;y;n;y;n;n;y;y;n;y;n;3;M;(55,65];Married;Manual labourer;10
y;n;y;n;y;y;n;n;y;n;n;y;n;n;n;n;n;2;F;[15,25];Single;NA;7
n;y;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n;2;F;(75,85];Married;NA;3
y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;4;F;(45,55];Married;Employee;4
n;y;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;4;F;(45,55];Divorcee;Unskilled worker;3
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(65,75];Widower;Foreman;1
y;y;y;n;n;n;n;y;n;n;n;n;n;n;n;y;n;1;F;(45,55];Single;Foreman;6
n;y;y;n;n;n;y;n;n;n;n;n;n;n;n;n;n;2;F;[15,25];Single;Employee;4
y;y;n;y;y;n;n;y;y;n;n;n;y;y;y;y;n;3;F;(65,75];Married;Employee;11
n;y;y;n;y;y;n;y;n;y;n;y;n;n;n;y;n;3;F;(25,35];Single;Other;9
y;y;n;y;y;n;y;y;n;n;n;n;y;n;n;y;n;1;F;(45,55];Married;Employee;9
n;y;n;n;n;n;n;y;y;n;n;n;n;n;n;y;n;4;F;(45,55];Widower;Employee;5
y;y;y;y;y;y;y;y;y;n;y;y;n;n;y;n;n;1;F;(45,55];Single;Management;13
y;y;n;n;y;n;n;n;n;n;n;n;n;n;y;n;n;2;F;(75,85];Widower;Employee;5
y;y;y;n;n;y;y;y;y;n;y;y;n;n;n;n;n;3;F;[15,25];Single;Other;10
y;y;n;n;y;n;y;y;n;n;n;y;n;y;n;n;y;3;M;(45,55];Married;Foreman;9
y;y;y;y;y;n;y;y;y;n;y;n;y;n;n;y;n;4;F;(35,45];Single;Foreman;12
y;y;n;n;y;y;y;n;n;n;n;n;y;n;y;y;n;4;F;(55,65];Married;Manual labourer;9
y;y;y;n;y;y;y;y;y;n;n;n;n;n;n;n;n;1;F;(45,55];Single;Management;9
y;y;y;n;y;y;y;n;n;y;n;n;y;n;n;y;n;3;F;[15,25];Single;Employee;10
n;y;y;y;y;n;n;y;y;n;n;n;y;n;n;y;n;2;F;(25,35];Divorcee;Employee;9
y;n;n;n;y;n;y;y;y;n;y;y;n;n;n;n;n;1;M;(65,75];Married;Foreman;8
y;y;n;n;y;y;y;n;n;y;n;n;n;n;n;n;n;1;F;(35,45];Married;Other;7
n;y;y;n;n;y;y;y;n;n;n;n;n;n;n;y;n;2;F;[15,25];Single;Unskilled worker;7
y;n;y;n;n;n;y;y;y;n;n;n;n;n;n;n;y;3;M;(65,75];Divorcee;Foreman;7
y;y;n;y;y;n;y;n;y;n;n;n;n;n;n;n;n;1;M;(55,65];Married;NA;7
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;2;F;(45,55];Married;NA;2
y;n;n;n;n;y;n;n;y;n;n;n;y;n;n;n;n;0;M;(35,45];Married;Technician;4
y;y;y;n;y;n;n;n;n;n;n;n;n;y;y;n;n;2;M;(55,65];Married;NA;7
y;n;n;n;n;n;n;y;n;n;n;n;y;n;n;n;n;2;M;(35,45];Married;Manual labourer;4
y;y;y;y;n;y;y;n;y;n;n;n;y;n;n;n;n;2;M;[15,25];Single;NA;9
y;y;y;n;n;y;y;n;y;n;n;n;y;n;n;n;n;3;M;(35,45];Married;Technician;8
y;y;y;y;y;y;n;y;y;y;n;n;y;n;n;n;n;1;M;(45,55];Married;Foreman;11
y;y;n;n;y;n;n;y;n;n;y;n;n;y;n;n;n;2;F;(45,55];Married;Manual labourer;7
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(65,75];Widower;Unskilled worker;2
y;n;n;n;n;n;y;n;n;n;n;y;y;y;n;n;n;4;F;(45,55];Married;Employee;6
n;n;n;n;y;n;n;n;n;y;y;n;y;n;n;y;n;3;M;(55,65];Married;Manual labourer;6
n;n;n;n;n;n;n;y;n;n;n;n;n;y;n;n;n;2;F;(65,75];Married;Employee;3
n;y;y;n;n;n;n;n;y;n;n;n;n;n;n;n;n;3;F;(35,45];Divorcee;Unskilled worker;4
y;y;n;n;y;n;n;y;y;n;n;n;y;y;n;y;y;4;F;(65,75];Widower;Manual labourer;10
y;y;y;n;y;y;y;y;y;y;n;n;n;n;y;y;n;2;F;(25,35];Single;Employee;12
n;y;n;y;n;n;n;n;n;n;n;n;n;n;n;y;n;3;F;(45,55];Married;Employee;4
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;0;F;(35,45];Married;Employee;2
y;y;y;n;n;y;n;n;n;n;n;n;n;n;n;y;n;4;F;[15,25];Single;NA;6
y;n;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;0;F;(35,45];Married;Employee;3
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;F;(55,65];Married;Employee;0
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(35,45];Married;Employee;1
n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;n;n;0;M;[15,25];Single;NA;1
y;y;n;n;y;n;n;n;n;n;n;y;n;n;n;n;n;2;M;(75,85];Married;NA;5
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;2;F;(85,100];Widower;Foreman;2
y;y;n;n;n;n;y;y;n;n;n;n;n;y;n;n;n;0;M;(65,75];Married;NA;5
n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n;y;0;M;(75,85];Married;NA;2
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(45,55];Divorcee;NA;1
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(55,65];Widower;Employee;2
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(55,65];Remarried;NA;1
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;1;F;(35,45];Single;Employee;2
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;3;F;(55,65];Divorcee;Employee;2
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;2;M;(25,35];Single;Unskilled worker;1
y;y;n;n;n;n;n;y;n;y;n;n;y;y;n;y;n;4;F;(35,45];Single;Employee;8
y;n;n;n;y;n;n;y;n;n;n;n;n;y;y;y;n;2;F;(45,55];Married;NA;7
y;y;n;n;n;n;n;y;y;n;n;n;n;y;y;n;n;3;F;(75,85];Widower;NA;7
y;y;n;n;n;n;n;n;n;n;n;n;n;y;n;n;n;1;M;(65,75];Widower;NA;4
n;n;n;n;n;y;n;n;n;n;n;n;y;n;n;y;y;4;M;(25,35];Married;Technician;5
y;y;n;n;n;y;y;y;n;n;n;n;n;n;n;n;n;3;F;(45,55];Married;Employee;6
n;n;n;n;n;n;y;n;n;n;n;y;n;n;n;n;n;0;M;(25,35];Married;Employee;2
y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;F;(75,85];Widower;Manual labourer;1
y;y;n;n;n;n;n;y;y;n;n;n;n;n;n;n;n;2;F;(35,45];Remarried;Employee;5
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(65,75];Widower;Unskilled worker;1
y;y;y;y;n;y;y;y;y;n;n;n;n;n;n;y;n;1;F;(45,55];Married;Employee;10
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;M;(35,45];Single;Management;0
y;y;y;n;n;n;y;y;n;n;n;n;y;y;n;y;n;1;F;(45,55];Divorcee;Employee;9
n;y;n;y;y;n;y;y;y;n;n;y;y;y;n;y;n;2;F;(55,65];Widower;Employee;11
y;n;n;n;n;n;n;n;n;n;n;n;n;y;y;n;n;2;F;(65,75];Married;NA;4
y;y;n;n;n;n;y;y;n;n;n;y;y;n;n;y;y;2;M;(35,45];Married;Unskilled worker;9
y;y;y;n;n;n;y;n;n;n;n;n;n;n;n;n;n;4;F;(35,45];Divorcee;Employee;5
y;y;n;n;n;n;y;n;n;n;n;n;n;n;n;n;n;3;M;[15,25];Single;NA;4
y;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n;n;3;F;(75,85];Widower;Employee;4
y;y;n;n;n;y;n;n;n;n;n;y;n;n;n;y;n;0;F;(65,75];Widower;Employee;5
n;y;y;y;n;y;n;n;y;n;n;n;y;y;n;y;y;3;M;(45,55];Married;Unskilled worker;10
n;n;n;n;n;n;n;y;n;n;n;n;n;y;y;n;n;2;F;(65,75];Widower;Unskilled worker;4
n;y;y;y;y;y;n;n;n;n;n;y;y;y;n;y;n;2;M;(25,35];Single;Employee;10
y;y;n;n;y;y;y;y;y;n;n;n;y;n;n;y;y;2;M;(25,35];Single;Technician;11
y;y;y;y;y;y;n;n;y;y;y;y;y;n;y;y;n;0;F;(35,45];Married;Employee;13
y;y;y;n;y;n;n;y;y;n;n;n;n;n;n;n;n;2;M;(45,55];Married;Manual labourer;7
y;y;y;n;n;y;y;n;y;n;n;n;y;n;n;n;n;1;F;(25,35];Married;Foreman;8
y;y;n;n;n;n;y;n;y;n;n;n;y;n;n;n;n;0;F;(25,35];Married;Foreman;5
y;n;n;n;n;n;n;y;y;n;n;n;n;n;n;n;n;0;F;(35,45];Married;Employee;3
n;y;n;n;n;n;n;n;n;n;n;n;n;y;y;n;n;4;F;(75,85];Married;NA;4
n;n;y;y;n;n;y;y;y;n;n;n;n;y;n;y;y;2;M;(45,55];Married;NA;9
y;n;n;n;n;y;y;y;n;n;n;y;y;y;n;n;n;2;M;(35,45];Divorcee;Manual labourer;8
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;M;(35,45];Married;Manual labourer;0
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;M;(45,55];Married;Manual labourer;0
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;F;(45,55];Married;Employee;0
y;n;n;n;n;y;n;n;n;y;n;y;y;y;n;n;n;0;F;(25,35];Married;NA;6
y;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;0;F;(55,65];Divorcee;Employee;2
n;n;n;n;n;n;n;y;n;n;n;n;y;y;n;n;n;2;F;(45,55];Married;Technician;4
n;y;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;4;M;(35,45];Married;Manual labourer;5
n;y;n;n;n;n;n;y;n;n;n;n;y;n;n;y;n;3;F;(25,35];Married;Unskilled worker;5
n;y;y;n;n;y;n;n;n;n;n;n;n;n;n;n;n;3;M;(35,45];Single;Unskilled worker;4
y;y;y;n;n;y;n;y;n;y;n;n;y;n;y;y;n;4;F;(25,35];Married;Unskilled worker;10
y;y;y;y;y;y;y;n;n;n;n;n;y;n;n;n;n;2;M;(25,35];Married;Foreman;9
y;y;n;n;n;n;n;n;n;n;n;n;n;y;y;n;n;4;F;(45,55];Married;Employee;5
n;y;n;y;y;n;n;y;y;n;n;n;n;y;n;y;n;4;F;(55,65];Single;Manual labourer;8
y;y;n;n;n;y;y;n;n;y;n;n;n;n;n;n;n;0;F;(25,35];Single;Management;5
y;y;y;y;y;y;y;n;n;n;n;n;y;y;n;y;n;2;F;(25,35];Single;Management;11
n;y;n;n;n;n;n;n;n;n;n;n;n;n;y;y;n;2;F;(45,55];Married;NA;4
y;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;M;(25,35];Married;Employee;4
n;n;n;n;n;n;n;y;n;n;n;n;y;n;n;n;n;3;M;(45,55];Married;Manual labourer;3
n;n;n;n;n;n;y;y;n;n;n;y;y;n;n;y;n;4;M;(35,45];Married;Manual labourer;6
n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;y;n;4;F;(75,85];Widower;Unskilled worker;3
y;y;n;n;n;n;n;y;n;n;n;n;y;n;n;y;n;4;M;(35,45];Married;Manual labourer;6
y;y;y;y;y;n;y;y;n;n;n;n;n;n;n;n;n;2;F;(45,55];Single;Employee;8
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;4;F;(55,65];Single;NA;2
y;y;n;n;n;n;n;y;n;n;n;n;n;n;y;y;n;4;F;(75,85];Widower;Employee;6
y;y;n;y;y;n;n;n;n;n;n;y;y;y;y;y;n;2;F;(45,55];Divorcee;Employee;10
y;n;n;n;n;n;n;n;n;n;n;n;n;y;n;y;n;4;F;(45,55];Married;Unskilled worker;4
y;y;n;n;n;n;n;y;n;n;n;n;n;n;y;y;n;3;F;(45,55];Divorcee;Employee;6
y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(75,85];Single;Employee;3
n;y;n;n;n;n;n;y;n;n;n;n;n;n;n;n;n;0;F;(35,45];Married;NA;2
y;n;n;n;n;n;n;y;n;n;n;n;n;y;n;y;n;2;F;(65,75];Married;Employee;5
n;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;3;M;(55,65];Divorcee;Manual labourer;3
y;y;n;y;n;n;n;y;n;n;n;n;n;y;y;y;n;4;F;(65,75];Widower;Employee;8
y;y;y;n;n;n;y;y;n;n;n;n;n;n;n;y;n;1;F;(25,35];Married;Employee;7
n;y;y;y;n;y;y;n;n;n;n;n;y;n;n;n;n;0;M;[15,25];Single;Employee;6
y;y;y;y;y;n;y;y;y;n;n;n;y;y;n;n;n;3;M;(45,55];Married;Management;11
y;y;n;n;n;n;n;y;n;n;n;n;n;n;n;y;n;4;F;(75,85];Single;Manual labourer;5
y;n;y;n;n;n;n;y;n;n;n;n;n;n;y;n;n;4;F;(45,55];Widower;Employee;5
y;y;y;y;y;y;n;y;y;n;n;y;y;y;n;n;n;4;M;(55,65];Married;Management;12
y;y;y;n;n;n;n;y;n;n;n;n;n;n;n;n;n;3;F;(25,35];Single;Employee;5
y;n;n;y;y;n;n;y;y;n;n;n;y;y;n;n;n;3;M;(75,85];Married;NA;8
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;2;F;(75,85];Widower;Foreman;1
n;n;n;n;n;y;y;y;n;n;n;n;n;y;n;y;n;3;F;(45,55];Married;Employee;6
n;n;n;n;n;n;y;y;y;n;n;n;n;n;n;n;y;1;M;[15,25];Single;Manual labourer;5
y;y;n;n;n;y;n;y;n;n;n;n;y;y;n;y;y;1;M;(35,45];Married;Technician;9
n;n;y;y;n;n;n;n;y;n;n;n;n;y;n;y;n;1;M;(45,55];Single;Technician;6
n;n;n;n;n;n;n;n;n;n;n;n;y;y;n;n;y;1;M;(55,65];Married;Manual labourer;4
n;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(35,45];Single;Employee;2
n;n;n;n;n;n;n;y;n;n;n;n;n;y;n;n;n;1;F;(65,75];Single;NA;3
y;n;y;n;n;y;y;n;n;y;n;n;n;y;n;n;n;1;M;(35,45];Married;Technician;7
n;n;y;n;y;y;y;y;n;n;n;y;n;y;n;n;n;0;F;(35,45];Single;Management;7
y;y;n;n;n;y;n;y;n;n;n;y;y;y;n;n;n;3;F;(45,55];Married;Employee;8
n;y;n;n;n;n;y;n;n;n;y;n;y;y;n;n;n;0;M;(45,55];Married;Employee;5
n;n;y;n;y;n;y;y;y;n;n;n;y;y;n;n;y;1;M;(35,45];Married;Foreman;9
n;y;n;n;n;n;n;y;n;n;n;n;y;y;n;y;y;1;M;(25,35];Married;Manual labourer;7
y;y;y;n;y;y;y;y;y;n;n;y;y;y;n;y;n;1;F;(35,45];Married;Technician;13
n;n;n;n;n;n;n;n;y;n;n;n;n;y;y;n;n;1;F;(65,75];Single;Employee;4
n;y;n;n;n;n;n;y;n;n;n;n;n;n;n;n;n;2;M;(45,55];Single;Technician;3
n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;1;M;(45,55];Married;NA;2
y;y;y;n;n;y;n;n;n;n;n;n;n;n;n;n;n;4;M;(25,35];Single;Manual labourer;5
n;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;4;F;(75,85];Widower;Unskilled worker;2
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;0;F;(65,75];Divorcee;NA;0
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;2;F;(55,65];Married;NA;1
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;3;F;(55,65];Married;Unskilled worker;1
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;3;F;(35,45];Married;NA;1
y;y;y;n;n;n;y;n;n;n;n;n;n;n;n;n;n;3;M;[15,25];Single;NA;5
n;n;y;n;n;y;n;n;y;n;n;n;n;n;n;n;n;0;M;[15,25];Single;NA;3
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;3;F;[15,25];Married;NA;1
y;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;n;2;M;(65,75];Remarried;Manual labourer;3
n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;n;4;M;(45,55];Remarried;Unskilled worker;2
y;y;n;n;y;n;n;n;y;n;n;n;n;n;n;n;n;0;M;(55,65];Widower;Manual labourer;4
n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;n;1;M;(45,55];Married;Employee;2
y;n;y;n;n;y;y;n;n;n;y;n;n;n;n;n;n;2;M;[15,25];Single;Management;6
y;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;3;F;[15,25];Single;Employee;4
n;y;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;4;M;(65,75];Widower;Unskilled worker;3
n;y;y;y;n;n;y;n;n;y;n;n;n;n;n;n;n;0;M;[15,25];Single;NA;5
y;y;y;n;n;n;y;n;n;n;n;y;n;n;n;n;n;4;F;(45,55];Divorcee;Management;6
y;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;2;F;(35,45];Married;Employee;4
y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;4;F;(35,45];Married;Employee;4
n;y;y;n;n;n;y;n;y;n;n;n;n;n;n;n;n;1;F;[15,25];Single;NA;5
n;y;y;n;n;y;n;n;n;n;n;n;n;n;n;n;n;2;F;(25,35];Married;Foreman;4
n;n;y;n;n;n;y;y;y;n;n;n;y;y;n;y;n;0;M;(25,35];Married;Foreman;7
y;y;y;n;y;y;y;y;y;n;n;n;y;y;n;y;n;1;M;(35,45];Remarried;Foreman;12
y;y;y;y;y;y;n;y;y;n;n;n;y;y;n;y;n;1;F;(45,55];Divorcee;Management;12
n;n;n;n;n;n;n;n;n;n;n;n;y;n;n;n;y;0;M;(65,75];Married;NA;2
y;y;y;y;y;y;y;y;y;y;n;y;y;y;n;y;n;1;M;(45,55];Divorcee;NA;15
y;n;n;n;n;n;n;y;y;y;n;n;n;n;n;n;n;1;F;(75,85];Widower;Employee;5
y;y;n;n;n;y;n;n;y;y;n;n;y;y;n;y;n;4;F;(35,45];Married;NA;9
y;y;n;n;y;n;n;y;y;n;y;y;y;y;n;y;n;2;M;(65,75];Remarried;Manual labourer;11
y;y;y;y;y;y;y;y;y;n;n;y;y;y;n;n;y;4;M;(35,45];Married;Technician;14
y;y;n;n;n;n;n;n;n;n;n;n;y;n;n;n;n;2;M;(55,65];Married;NA;4
y;y;n;n;n;n;y;y;n;y;y;n;y;y;y;n;y;3;F;(45,55];Remarried;Employee;11
y;y;y;y;n;y;y;y;y;n;n;n;y;y;n;y;y;3;M;(45,55];Divorcee;Management;13
y;y;y;y;n;y;y;y;n;y;n;n;y;y;n;y;n;1;M;(35,45];Married;Employee;12
y;y;y;y;y;n;n;y;y;n;n;n;y;n;n;n;n;2;M;(45,55];Single;Manual labourer;9
y;n;n;n;n;y;n;y;n;n;n;n;y;y;n;y;n;2;M;(55,65];Married;Manual labourer;7
n;y;n;n;n;n;n;y;n;n;n;n;n;y;n;y;n;3;F;(65,75];Widower;Employee;5
y;y;n;n;n;n;n;n;n;n;n;y;y;y;n;y;n;2;F;(55,65];Married;Employee;7
y;y;y;n;y;y;y;y;y;n;n;y;y;y;n;y;n;2;F;(25,35];Married;Employee;13
n;n;n;n;n;n;n;n;y;n;n;n;y;y;y;n;n;1;F;(75,85];Married;Unskilled worker;5
y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;1;F;(65,75];Widower;Employee;4
